localityid,geoid,name,x,y,stfp,cntyfp,tractfp
016719a5-133b-41c4-92df-a7257a26e77a,1400000US55079090300,"Census Tract 903, Milwaukee County, Wisconsin",-88.064,43.061,55,079,55079090300
01771d0e-253d-4025-ae51-7376ae6dc1e1,1400000US55079101600,"Census Tract 1016, Milwaukee County, Wisconsin",-87.996,43.007,55,079,55079101600
017b6591-6063-4211-9314-1b1d95da98f4,1400000US55079120502,"Census Tract 1205.02, Milwaukee County, Wisconsin",-87.963,42.953,55,079,55079120502
017fe8b7-0153-425f-a7ef-fed89103038c,1400000US55025001200,"Census Tract 12, Dane County, Wisconsin",-89.399,43.065,55,025,55025001200
01810980-37af-4370-9449-51779e82024f,1400000US55071010300,"Census Tract 103, Manitowoc County, Wisconsin",-87.982,44.088,55,071,55071010300
018b8114-7f0a-47a5-ab6c-7cb721c81b49,1400000US55107960200,"Census Tract 9602, Rusk County, Wisconsin",-91.416,45.422,55,107,55107960200
0195898c-5170-4e2b-aa37-5eaaa6d596ec,1400000US55127000701,"Census Tract 7.01, Walworth County, Wisconsin",-88.647,42.632,55,127,55127000701
01a4955c-f629-44fc-8160-99548fde9109,1400000US55133200600,"Census Tract 2006, Waukesha County, Wisconsin",-88.069,43.104,55,133,55133200600
01b120f5-deba-40fc-8c91-517f7021c6b3,1400000US55075960200,"Census Tract 9602, Marinette County, Wisconsin",-88.212,45.619,55,075,55075960200
01e6d34f-5bad-4131-8e9f-5c3715ecc1a4,1400000US55059001400,"Census Tract 14, Kenosha County, Wisconsin",-87.873,42.573,55,059,55059001400
01e6d34f-5bad-4131-8e9f-5c3715ecc1a4,1400000US55059001402,"Census Tract 14.02, Kenosha County, Wisconsin",-87.873,42.573,55,059,55059001402
01ec1df2-b5a4-4879-a8c5-4b5765138ad1,1400000US55059002904,"Census Tract 29.04, Kenosha County, Wisconsin",-88.102,42.532,55,059,55059002904
02149c17-623a-45e7-b9f5-6e9681d5f43d,1400000US55089610102,"Census Tract 6101.02, Ozaukee County, Wisconsin",-87.837,43.499,55,089,55089610102
02162b47-bc2c-4b72-8772-02545501fc42,1400000US55025011402,"Census Tract 114.02, Dane County, Wisconsin",-89.279,43.144,55,025,55025011402
02162b47-bc2c-4b72-8772-02545501fc42,1400000US55025011405,"Census Tract 114.05, Dane County, Wisconsin",-89.279,43.144,55,025,55025011405
0218cdc8-cb41-4f13-85d1-9dd99fd3ffaa,1400000US55031030300,"Census Tract 303, Douglas County, Wisconsin",-92.159,46.478,55,031,55031030300
0218cdc8-cb41-4f13-85d1-9dd99fd3ffaa,1400000US55031030301,"Census Tract 303.01, Douglas County, Wisconsin",-92.159,46.478,55,031,55031030301
02191429-33de-4e63-934a-12ce566a78e5,1400000US55107960400,"Census Tract 9604, Rusk County, Wisconsin",-90.997,45.445,55,107,55107960400
025bc74b-df99-41e5-9104-7433a4939914,1400000US55101002702,"Census Tract 27.02, Racine County, Wisconsin",-88.227,42.743,55,101,55101002702
026e68a9-a62b-46ed-ada4-21a4a276aa05,1400000US55017011200,"Census Tract 112, Chippewa County, Wisconsin",-91.390,45.058,55,017,55017011200
0277ec14-62b7-411b-9146-85f44121fcd1,1400000US55025002603,"Census Tract 26.03, Dane County, Wisconsin",-89.302,43.115,55,025,55025002603
02a29527-e2f8-4096-a87e-d748f1a88869,1400000US55103970100,"Census Tract 9701, Richland County, Wisconsin",-90.429,43.539,55,103,55103970100
02dc6874-a39d-43af-a335-7efe09113728,1400000US55079021500,"Census Tract 215, Milwaukee County, Wisconsin",-87.941,42.951,55,079,55079021500
02edfa13-7927-4273-a8d1-1e43dcefff3f,1400000US55103970200,"Census Tract 9702, Richland County, Wisconsin",-90.610,43.404,55,103,55103970200
030f5aa5-5c67-4291-9c84-dcb226d3d5eb,1400000US55109120800,"Census Tract 1208, St. Croix County, Wisconsin",-92.368,44.957,55,109,55109120800
030f5aa5-5c67-4291-9c84-dcb226d3d5eb,1400000US55109120801,"Census Tract 1208.01, St. Croix County, Wisconsin",-92.368,44.957,55,109,55109120801
0311f58e-b315-411b-b92d-1d5b7eaa7f25,1400000US55081950500,"Census Tract 9505, Monroe County, Wisconsin",-90.539,44.010,55,081,55081950500
03180260-02b7-490a-b61e-c669e5d10101,1400000US55043961000,"Census Tract 9610, Grant County, Wisconsin",-90.470,42.745,55,043,55043961000
0324e32a-d632-49dd-81da-23e5848c9284,1400000US55025002100,"Census Tract 21, Dane County, Wisconsin",-89.362,43.112,55,025,55025002100
03279478-2c4c-4f96-939f-ad1518c0a77d,1400000US55053960200,"Census Tract 9602, Jackson County, Wisconsin",-90.822,44.445,55,053,55053960200
03309db9-8b3a-47a3-a37c-8c4694b88649,1400000US55011960100,"Census Tract 9601, Buffalo County, Wisconsin",-91.839,44.553,55,011,55011960100
03908a50-e237-4806-81b2-6714942b3e0f,1400000US55053960300,"Census Tract 9603, Jackson County, Wisconsin",-91.013,44.387,55,053,55053960300
0392de85-3c31-4079-8f49-bdaf4644e2c8,1400000US55139001100,"Census Tract 11, Winnebago County, Wisconsin",-88.572,44.024,55,139,55139001100
03a15ade-1f13-4d1a-9e90-516cb95a1e02,1400000US55083100700,"Census Tract 1007, Oconto County, Wisconsin",-88.307,44.893,55,083,55083100700
03a8bb70-cd10-4589-9ca3-8a08f8e52756,1400000US55063001000,"Census Tract 10, La Crosse County, Wisconsin",-91.232,43.797,55,063,55063001000
03d8dd72-3bb4-4269-98e6-4d953b94ef40,1400000US55025000600,"Census Tract 6, Dane County, Wisconsin",-89.459,43.028,55,025,55025000600
03dcf8eb-9809-4a13-a823-d9a26e1f4bd4,1400000US55059002700,"Census Tract 27, Kenosha County, Wisconsin",-87.961,42.571,55,059,55059002700
03e4fc1f-d65d-4e30-8d43-c8073d7d485b,1400000US55079003000,"Census Tract 30, Milwaukee County, Wisconsin",-87.997,43.108,55,079,55079003000
04017124-213f-49d7-83a2-4fa684e568e4,1400000US55123960500,"Census Tract 9605, Vernon County, Wisconsin",-90.761,43.450,55,123,55123960500
0409bb5f-78a6-470f-aa8c-3ac2d5335b41,1400000US55025010901,"Census Tract 109.01, Dane County, Wisconsin",-89.554,43.062,55,025,55025010901
0409bb5f-78a6-470f-aa8c-3ac2d5335b41,1400000US55025010906,"Census Tract 109.06, Dane County, Wisconsin",-89.554,43.062,55,025,55025010906
041f990d-175f-4c0d-bb11-6c7dd0f7142e,1400000US55119960100,"Census Tract 9601, Taylor County, Wisconsin",-90.206,45.317,55,119,55119960100
045aecda-6a12-49bd-a656-5058286730c0,1400000US55133200901,"Census Tract 2009.01, Waukesha County, Wisconsin",-88.088,43.079,55,133,55133200901
048b96f0-9dba-41a4-9879-aa42e77425e6,1400000US55117011400,"Census Tract 114, Sheboygan County, Wisconsin",-87.711,43.756,55,117,55117011400
048e1cbf-5d16-4693-818f-4cfbffd48a07,1400000US55023960100,"Census Tract 9601, Crawford County, Wisconsin",-90.752,43.378,55,023,55023960100
04b35633-79bd-488f-8eae-d24934927edc,1400000US55087011800,"Census Tract 118, Outagamie County, Wisconsin",-88.316,44.280,55,087,55087011800
04b7d0c0-225e-46cc-83f6-dcc8e4347fa8,1400000US55079007800,"Census Tract 78, Milwaukee County, Wisconsin",-87.890,43.070,55,079,55079007800
04c001ac-bc84-43fb-9b7b-b6d0cae71a10,1400000US55099970200,"Census Tract 9702, Price County, Wisconsin",-90.468,45.924,55,099,55099970200
04d9968c-0b40-4687-8e7e-56abed8023b7,1400000US55135101100,"Census Tract 1011, Waupaca County, Wisconsin",-88.763,44.623,55,135,55135101100
04de2b7f-7cf1-462d-a64d-f9e063f706b5,1400000US55131420300,"Census Tract 4203, Washington County, Wisconsin",-88.176,43.426,55,131,55131420300
04ede2f9-7dd0-45ab-b581-e38406b49f52,1400000US55141010500,"Census Tract 105, Wood County, Wisconsin",-90.182,44.669,55,141,55141010500
04ede2f9-7dd0-45ab-b581-e38406b49f52,1400000US55141010600,"Census Tract 106, Wood County, Wisconsin",-90.182,44.669,55,141,55141010600
04f17b39-a26c-4670-9083-3f7a6a30fc7e,1400000US55105002602,"Census Tract 26.02, Rock County, Wisconsin",-88.945,42.578,55,105,55105002602
04f6825b-22aa-41cf-9306-b38e25f170a0,1400000US55079018400,"Census Tract 184, Milwaukee County, Wisconsin",-87.905,42.991,55,079,55079018400
05001544-4d82-4ac4-9a91-22d62e4cc1a3,1400000US55079007800,"Census Tract 78, Milwaukee County, Wisconsin",-87.891,43.068,55,079,55079007800
0507f3b3-2d9f-4633-a9ec-1a46d26c5a08,1400000US55071010500,"Census Tract 105, Manitowoc County, Wisconsin",-87.741,44.022,55,071,55071010500
050a658c-3ba9-4be2-abd0-071dd6446f6c,1400000US55073002000,"Census Tract 20, Marathon County, Wisconsin",-90.014,44.814,55,073,55073002000
05277217-01e3-4c31-8325-64dfc14c1c0d,1400000US55079011400,"Census Tract 114, Milwaukee County, Wisconsin",-87.911,43.056,55,079,55079011400
053606a6-7872-469c-a316-114c0f6d66a9,1400000US55137960400,"Census Tract 9604, Waushara County, Wisconsin",-89.523,44.034,55,137,55137960400
0585fc62-4b36-49c5-b254-9e298c256342,1400000US55007960400,"Census Tract 9604, Bayfield County, Wisconsin",-91.114,46.480,55,007,55007960400
0585fc62-4b36-49c5-b254-9e298c256342,1400000US55007960402,"Census Tract 9604.02, Bayfield County, Wisconsin",-91.114,46.480,55,007,55007960402
05893d57-1f76-46fa-b954-2d96946b6146,1400000US55021970800,"Census Tract 9708, Columbia County, Wisconsin",-89.526,43.313,55,021,55021970800
059ecd14-fb01-4278-87ba-946fd3d389dc,1400000US55025002200,"Census Tract 22, Dane County, Wisconsin",-89.362,43.118,55,025,55025002200
05e7fb57-35f0-4dc0-8f91-b693733f1abc,1400000US55109120600,"Census Tract 1206, St. Croix County, Wisconsin",-92.406,45.079,55,109,55109120600
05e7fb57-35f0-4dc0-8f91-b693733f1abc,1400000US55109120601,"Census Tract 1206.01, St. Croix County, Wisconsin",-92.406,45.079,55,109,55109120601
05e80878-d335-4100-9352-095285dbc0a3,1400000US55105001201,"Census Tract 12.01, Rock County, Wisconsin",-89.072,42.606,55,105,55105001201
05f2051c-553b-40a8-962b-a56a825c6d55,1400000US55133204400,"Census Tract 2044, Waukesha County, Wisconsin",-88.519,43.147,55,133,55133204400
06028912-9d90-4a7b-83d2-71ddba995d07,1400000US55025000506,"Census Tract 5.06, Dane County, Wisconsin",-89.472,43.020,55,025,55025000506
06131ffc-e1ee-44d0-9665-43c87a5d0a2a,1400000US55079004300,"Census Tract 43, Milwaukee County, Wisconsin",-87.934,43.094,55,079,55079004300
061eebda-9f9b-4335-bd0d-bd0e55c6d747,1400000US55019950800,"Census Tract 9508, Clark County, Wisconsin",-90.750,44.663,55,019,55019950800
0632120a-392b-4f2d-818d-8d3f5dda6607,1400000US55019950600,"Census Tract 9506, Clark County, Wisconsin",-90.501,44.633,55,019,55019950600
0643865c-6f8a-46b6-ac16-a503b0ed9068,1400000US55079017000,"Census Tract 170, Milwaukee County, Wisconsin",-87.944,43.013,55,079,55079017000
0646d93c-ab6d-477a-a5d3-1208539dbff9,1400000US55089630201,"Census Tract 6302.01, Ozaukee County, Wisconsin",-87.884,43.416,55,089,55089630201
064c3682-8390-426a-a3fd-d39633631ea8,1400000US55079018600,"Census Tract 186, Milwaukee County, Wisconsin",-87.926,42.997,55,079,55079018600
064d9cfd-e644-4407-a5df-88f2e7eaff1f,1400000US55133201300,"Census Tract 2013, Waukesha County, Wisconsin",-88.146,42.989,55,133,55133201300
06723f2d-a879-41f3-aeab-3b22166c176e,1400000US55051180100,"Census Tract 1801, Iron County, Wisconsin",-90.185,46.454,55,051,55051180100
06814f4c-8e49-4463-b6ae-874c2e5bd02a,1400000US55087012800,"Census Tract 128, Outagamie County, Wisconsin",-88.573,44.447,55,087,55087012800
068f17c9-072a-40f4-b7ba-208bac207624,1400000US55139002401,"Census Tract 24.01, Winnebago County, Wisconsin",-88.493,44.224,55,139,55139002401
069187e7-2c1b-4ad8-b397-4f882b3c6819,1400000US55071005200,"Census Tract 52, Manitowoc County, Wisconsin",-87.581,44.163,55,071,55071005200
06a0e089-66a2-4f8d-9138-08739d20e387,1400000US55001950202,"Census Tract 9502.02, Adams County, Wisconsin",-89.617,44.112,55,001,55001950202
06a0e089-66a2-4f8d-9138-08739d20e387,1400000US55001950203,"Census Tract 9502.03, Adams County, Wisconsin",-89.617,44.112,55,001,55001950203
06a9c89b-b29c-452b-9cec-dc983d4c53c5,1400000US55005000400,"Census Tract 4, Barron County, Wisconsin",-91.847,45.509,55,005,55005000400
06d296db-dd3f-4da4-a35f-8ee189c77d82,1400000US55069961000,"Census Tract 9610, Lincoln County, Wisconsin",-89.672,45.184,55,069,55069961000
06e3ba40-4387-4b1b-8828-e6d480f967f2,1400000US55133201800,"Census Tract 2018, Waukesha County, Wisconsin",-88.092,42.923,55,133,55133201800
06e6ea97-b785-4c80-b30e-a0fa53005eb8,1400000US55049950500,"Census Tract 9505, Iowa County, Wisconsin",-89.938,42.877,55,049,55049950500
071cd168-0caa-4b1d-a712-8eb1f7e24bb1,1400000US55083101100,"Census Tract 1011, Oconto County, Wisconsin",-88.059,44.780,55,083,55083101100
07256d23-1069-4d04-962a-c31d8d038450,1400000US55049950500,"Census Tract 9505, Iowa County, Wisconsin",-89.989,43.005,55,049,55049950500
0732b12f-9742-4a6d-9946-11430750ad65,1400000US55025013200,"Census Tract 132, Dane County, Wisconsin",-89.502,43.251,55,025,55025013200
0732b12f-9742-4a6d-9946-11430750ad65,1400000US55025013201,"Census Tract 132.01, Dane County, Wisconsin",-89.502,43.251,55,025,55025013201
074546e5-bc57-4e01-99e0-deb3294012e0,1400000US55025002200,"Census Tract 22, Dane County, Wisconsin",-89.363,43.129,55,025,55025002200
074afaec-54f3-40fa-a95e-f33acf950b7e,1400000US55009000600,"Census Tract 6, Brown County, Wisconsin",-88.063,44.501,55,009,55009000600
0751a75b-976e-461b-8b35-75b3d322c2d9,1400000US55075960200,"Census Tract 9602, Marinette County, Wisconsin",-88.168,45.649,55,075,55075960200
076ccaaf-f03d-49cb-9759-221c685e02ed,1400000US55101002701,"Census Tract 27.01, Racine County, Wisconsin",-88.206,42.768,55,101,55101002701
07739748-feb2-45f9-982f-6d50c76d33c6,1400000US55097960702,"Census Tract 9607.02, Portage County, Wisconsin",-89.505,44.511,55,097,55097960702
079b1f5f-e97b-49bb-a812-7c8331afde2e,1400000US55027960100,"Census Tract 9601, Dodge County, Wisconsin",-88.500,43.572,55,027,55027960100
079c2550-fa91-4c2a-8c26-f589ebae713e,1400000US55103970300,"Census Tract 9703, Richland County, Wisconsin",-90.390,43.345,55,103,55103970300
07c28ff7-2294-4c25-95ca-40f7536b5dd9,1400000US55079007200,"Census Tract 72, Milwaukee County, Wisconsin",-87.895,43.072,55,079,55079007200
07c6922b-787f-4b6a-9b7a-4701b8dd1719,1400000US55031030100,"Census Tract 301, Douglas County, Wisconsin",-91.729,46.590,55,031,55031030100
07c6922b-787f-4b6a-9b7a-4701b8dd1719,1400000US55031030102,"Census Tract 301.02, Douglas County, Wisconsin",-91.729,46.590,55,031,55031030102
07d291fc-ad2a-431d-99fb-cc5e44751cb4,1400000US55133203703,"Census Tract 2037.03, Waukesha County, Wisconsin",-88.403,43.070,55,133,55133203703
0803bff4-c5d1-468a-b0c7-deee064745a8,1400000US55105003100,"Census Tract 31, Rock County, Wisconsin",-88.936,42.770,55,105,55105003100
0803bff4-c5d1-468a-b0c7-deee064745a8,1400000US55105003102,"Census Tract 31.02, Rock County, Wisconsin",-88.936,42.770,55,105,55105003102
0810977f-d2fe-428b-98e2-ae22849d2873,1400000US55109120600,"Census Tract 1206, St. Croix County, Wisconsin",-92.260,45.136,55,109,55109120600
0810977f-d2fe-428b-98e2-ae22849d2873,1400000US55109120602,"Census Tract 1206.02, St. Croix County, Wisconsin",-92.260,45.136,55,109,55109120602
083fffa3-415b-4d5f-aea9-9d63fe0888a3,1400000US55127000101,"Census Tract 1.01, Walworth County, Wisconsin",-88.391,42.788,55,127,55127000101
083fffa3-415b-4d5f-aea9-9d63fe0888a3,1400000US55127000103,"Census Tract 1.03, Walworth County, Wisconsin",-88.391,42.788,55,127,55127000103
0852cbd9-149c-4cb5-917d-276690b53e40,1400000US55119960300,"Census Tract 9603, Taylor County, Wisconsin",-90.598,45.044,55,119,55119960300
08628c1e-03e1-45d3-b79d-1acc7a272d3f,1400000US55135100800,"Census Tract 1008, Waupaca County, Wisconsin",-88.759,44.330,55,135,55135100800
088bca1f-3179-401d-9e5f-ed76a36e0bb4,1400000US55121100400,"Census Tract 1004, Trempealeau County, Wisconsin",-91.209,44.425,55,121,55121100400
089998fd-6fd6-4820-81db-bb267c70f978,1400000US55079012600,"Census Tract 126, Milwaukee County, Wisconsin",-87.993,43.034,55,079,55079012600
08e92416-4416-4658-b6ec-ff16dde23f40,1400000US55099970400,"Census Tract 9704, Price County, Wisconsin",-90.507,45.775,55,099,55099970400
08fd2458-2a22-44dd-95c6-d4969c5a3a59,1400000US55079020800,"Census Tract 208, Milwaukee County, Wisconsin",-87.880,42.986,55,079,55079020800
093107c1-dc6c-4011-8039-90dcce048068,1400000US55133202901,"Census Tract 2029.01, Waukesha County, Wisconsin",-88.185,43.032,55,133,55133202901
0950b845-b867-4132-b635-7c893e0c69b9,1400000US55073002100,"Census Tract 21, Marathon County, Wisconsin",-90.081,44.757,55,073,55073002100
0969cb48-eb0c-467e-a3fe-1abe38686c3f,1400000US55075960600,"Census Tract 9606, Marinette County, Wisconsin",-87.950,45.377,55,075,55075960600
09825a7f-76ae-43a1-b371-c2946a3bf82a,1400000US55079091200,"Census Tract 912, Milwaukee County, Wisconsin",-88.013,43.044,55,079,55079091200
0988f822-1339-4cf5-ab7c-959b5ccaf27f,1400000US55005000300,"Census Tract 3, Barron County, Wisconsin",-92.035,45.418,55,005,55005000300
0992217c-772f-44e6-9a06-2cf2d8e6fcbb,1400000US55133204100,"Census Tract 2041, Waukesha County, Wisconsin",-88.482,43.074,55,133,55133204100
099e8819-abd2-4b1f-87e3-9b98e9da4bc4,1400000US55101001001,"Census Tract 10.01, Racine County, Wisconsin",-87.837,42.713,55,101,55101001001
09a87cf4-ca49-4d1b-a449-25b2cf9de5b3,1400000US55055100700,"Census Tract 1007, Jefferson County, Wisconsin",-88.775,43.078,55,055,55055100700
09e52e00-0c3b-4bf9-b61b-3ab7d0558dbb,1400000US55105002800,"Census Tract 28, Rock County, Wisconsin",-89.209,42.675,55,105,55105002800
09f54b52-7698-4e92-af10-de369dcb3432,1400000US55025001000,"Census Tract 10, Dane County, Wisconsin",-89.434,43.055,55,025,55025001000
09f8cf8d-cca2-4e40-8470-a304088b7fc5,1400000US55027960500,"Census Tract 9605, Dodge County, Wisconsin",-88.903,43.566,55,027,55027960500
0a145589-6c7d-44c8-8e0e-193ba9cf2d8d,1400000US55141011200,"Census Tract 112, Wood County, Wisconsin",-89.831,44.393,55,141,55141011200
0a401f5e-0335-42e8-93ba-006390e2a269,1400000US55025011101,"Census Tract 111.01, Dane County, Wisconsin",-89.510,43.097,55,025,55025011101
0a485462-0aea-47b0-bd09-ca504c032655,1400000US55033970500,"Census Tract 9705, Dunn County, Wisconsin",-91.907,44.881,55,033,55033970500
0a76520d-30ac-4e51-991a-9874c829fa1f,1400000US55097960100,"Census Tract 9601, Portage County, Wisconsin",-89.451,44.576,55,097,55097960100
0aaa9316-ebc6-404b-bbde-45364fb91f28,1400000US55059000601,"Census Tract 6.01, Kenosha County, Wisconsin",-87.901,42.639,55,059,55059000601
0ababa17-d313-4d96-a986-681de591c446,1400000US55079170600,"Census Tract 1706, Milwaukee County, Wisconsin",-87.860,42.912,55,079,55079170600
0abf676e-2f8b-40d8-b074-7afbc58af2ef,1400000US55081950900,"Census Tract 9509, Monroe County, Wisconsin",-90.774,43.805,55,081,55081950900
0acd6d5e-6515-4ae1-a978-67c9a682f154,1400000US55073001000,"Census Tract 10, Marathon County, Wisconsin",-89.616,44.899,55,073,55073001000
0b073e84-5eae-4388-ac98-294e0640c0c6,1400000US55111000900,"Census Tract 9, Sauk County, Wisconsin",-90.155,43.467,55,111,55111000900
0b0dd73c-6132-47e0-a397-bb53f9bd86d3,1400000US55141010900,"Census Tract 109, Wood County, Wisconsin",-89.970,44.483,55,141,55141010900
0b0f4ba7-f997-40f8-a8b0-60bf9c54accd,1400000US55025000503,"Census Tract 5.03, Dane County, Wisconsin",-89.488,43.025,55,025,55025000503
0b0f4ba7-f997-40f8-a8b0-60bf9c54accd,1400000US55025000506,"Census Tract 5.06, Dane County, Wisconsin",-89.488,43.025,55,025,55025000506
0b6a04ac-9f18-4b3d-b938-4c679555f7b2,1400000US55103970100,"Census Tract 9701, Richland County, Wisconsin",-90.255,43.497,55,103,55103970100
0b7f4f99-98e2-4642-9701-b117cd53011e,1400000US55121100100,"Census Tract 1001, Trempealeau County, Wisconsin",-91.236,44.576,55,121,55121100100
0b8952d1-9fb8-47a2-8a2b-87bfd34e6a7e,1400000US55105001600,"Census Tract 16, Rock County, Wisconsin",-89.045,42.502,55,105,55105001600
0ba43503-c59d-4856-8a2b-70d0892a77d1,1400000US55047100300,"Census Tract 1003, Green Lake County, Wisconsin",-89.129,43.851,55,047,55047100300
0bc88056-4924-4939-aead-9134028b5fac,1400000US55107960400,"Census Tract 9604, Rusk County, Wisconsin",-91.037,45.386,55,107,55107960400
0bdec4a4-c418-4e1d-8431-2d2221a36c44,1400000US55049950300,"Census Tract 9503, Iowa County, Wisconsin",-90.397,42.841,55,049,55049950300
0bf03727-7136-43dc-90d8-c17f196e2b76,1400000US55127001502,"Census Tract 15.02, Walworth County, Wisconsin",-88.435,42.599,55,127,55127001502
0c092803-8ffa-4aa2-bb74-b7c0504b6682,1400000US55139000100,"Census Tract 1, Winnebago County, Wisconsin",-88.527,44.017,55,139,55139000100
0c0dca3d-b1dc-4ad0-9fb6-7e637d2c134d,1400000US55079019200,"Census Tract 192, Milwaukee County, Wisconsin",-87.984,42.994,55,079,55079019200
0c19307f-899e-409b-a941-53b0d3c72de7,1400000US55093960600,"Census Tract 9606, Pierce County, Wisconsin",-92.450,44.586,55,093,55093960600
0c2d035b-0b63-4448-9899-f038b9ebb434,1400000US55079100100,"Census Tract 1001, Milwaukee County, Wisconsin",-87.989,43.015,55,079,55079100100
0c3d2285-ceeb-4c1d-a6c1-299119dd87c2,1400000US55023960300,"Census Tract 9603, Crawford County, Wisconsin",-90.736,43.255,55,023,55023960300
0c3e13b2-468a-48ae-ae1e-af0d34635ca1,1400000US55121100400,"Census Tract 1004, Trempealeau County, Wisconsin",-91.253,44.450,55,121,55121100400
0c65ec6d-e797-417b-9b71-e1007a97370f,1400000US55003950300,"Census Tract 9503, Ashland County, Wisconsin",-90.884,46.592,55,003,55003950300
0c95a1c3-177e-4c04-a8a2-df3a786fb740,1400000US55037190200,"Census Tract 1902, Florence County, Wisconsin",-88.669,45.845,55,037,55037190200
0ca69f6b-9076-4f9b-94de-4643efce4363,1400000US55005000100,"Census Tract 1, Barron County, Wisconsin",-91.604,45.592,55,005,55005000100
0cad51fc-0167-4dd2-af57-03485ff7f250,1400000US55087013200,"Census Tract 132, Outagamie County, Wisconsin",-88.469,44.566,55,087,55087013200
0cbcc682-508b-42d6-a90c-6f837fccc84e,1400000US55025000501,"Census Tract 5.01, Dane County, Wisconsin",-89.475,43.034,55,025,55025000501
0cc831c2-4339-4610-9196-5dee763021d3,1400000US55087012800,"Census Tract 128, Outagamie County, Wisconsin",-88.580,44.442,55,087,55087012800
0ce2f910-2943-462d-a48d-b10e417fce1d,1400000US55079019800,"Census Tract 198, Milwaukee County, Wisconsin",-87.995,42.979,55,079,55079019800
0ce4c533-26a3-41fc-8994-90c05a46ea96,1400000US55059001900,"Census Tract 19, Kenosha County, Wisconsin",-87.813,42.561,55,059,55059001900
0cea7d3f-7a49-459c-a574-52d3f907b4ae,1400000US55007960200,"Census Tract 9602, Bayfield County, Wisconsin",-91.407,46.690,55,007,55007960200
0d20d3d6-09ad-491f-bec0-879b3a61cd05,1400000US55025001802,"Census Tract 18.02, Dane County, Wisconsin",-89.367,43.092,55,025,55025001802
0d393df0-5736-4dc8-90ae-ae1b9a4567d1,1400000US55137960700,"Census Tract 9607, Waushara County, Wisconsin",-89.102,44.043,55,137,55137960700
0d5f58c6-c33e-4c3e-b887-a4ba62e5ed79,1400000US55027960800,"Census Tract 9608, Dodge County, Wisconsin",-88.823,43.461,55,027,55027960800
0d68b8bb-34dc-438f-8566-4ac75c1e878e,1400000US55035000400,"Census Tract 4, Eau Claire County, Wisconsin",-91.441,44.808,55,035,55035000400
0d6cf103-4028-4778-a29b-7c5826ce1a66,1400000US55025001502,"Census Tract 15.02, Dane County, Wisconsin",-89.358,43.031,55,025,55025001502
0d8f2465-16b1-4395-90a7-1b8cca87f96a,1400000US55115100700,"Census Tract 1007, Shawano County, Wisconsin",-89.046,44.738,55,115,55115100700
0e071702-cce8-4e5f-bf52-5cb618aa6bf0,1400000US55075960100,"Census Tract 9601, Marinette County, Wisconsin",-88.004,45.784,55,075,55075960100
0e399da1-fc86-4400-b5b0-25c0ddf7ecae,1400000US55025001401,"Census Tract 14.01, Dane County, Wisconsin",-89.393,43.046,55,025,55025001401
0e45d2fb-c907-4b30-8a88-c18a121175d2,1400000US55001950202,"Census Tract 9502.02, Adams County, Wisconsin",-89.799,44.112,55,001,55001950202
